match_id,date,year,format,team,opponent,competition,stage,venue,city,result,winner,margin,margin_type,player_of_match,india_players
1007653,2016-06-15,2016,ODI,India,Zimbabwe,India in Zimbabwe ODI Series,,Harare Sports Club,,Won,India,10.0,wickets,KL Rahul,"KL Rahul, FY Fazal, MK Pandey, AT Rayudu, KM Jadhav, MS Dhoni, AR Patel, DS Kulkarni, JJ Bumrah, BB Sran, YS Chahal"
1007655,2016-06-18,2016,T20I,India,Zimbabwe,India in Zimbabwe T20I Series,,Harare Sports Club,,Lost,Zimbabwe,2.0,runs,E Chigumbura,"KL Rahul, Mandeep Singh, AT Rayudu, MK Pandey, KM Jadhav, MS Dhoni, AR Patel, R Dhawan, JJ Bumrah, JD Unadkat, YS Chahal"
1007657,2016-06-20,2016,T20I,India,Zimbabwe,India in Zimbabwe T20I Series,,Harare Sports Club,,Won,India,10.0,wickets,BB Sran,"KL Rahul, Mandeep Singh, AT Rayudu, MK Pandey, KM Jadhav, MS Dhoni, AR Patel, DS Kulkarni, JJ Bumrah, BB Sran, YS Chahal"
1007659,2016-06-22,2016,T20I,India,Zimbabwe,India in Zimbabwe T20I Series,,Harare Sports Club,,Won,India,3.0,runs,KM Jadhav,"KL Rahul, Mandeep Singh, AT Rayudu, MK Pandey, KM Jadhav, MS Dhoni, AR Patel, DS Kulkarni, JJ Bumrah, BB Sran, YS Chahal"
1022593,2016-07-21,2016,Test,India,West Indies,India in West Indies Test Series,,"Sir Vivian Richards Stadium, North Sound",Antigua,Won,India,92.0,runs,R Ashwin,"M Vijay, S Dhawan, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, A Mishra, Mohammed Shami, I Sharma, UT Yadav"
1022595,2016-07-30,2016,Test,India,West Indies,India in West Indies Test Series,,"Sabina Park, Kingston",Jamaica,Draw,,,,RL Chase,"KL Rahul, S Dhawan, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, A Mishra, Mohammed Shami, UT Yadav, I Sharma"
1022597,2016-08-09,2016,Test,India,West Indies,India in West Indies Test Series,,"Darren Sammy National Cricket Stadium, Gros Islet",St Lucia,Won,India,237.0,runs,R Ashwin,"KL Rahul, S Dhawan, V Kohli, AM Rahane, RG Sharma, R Ashwin, WP Saha, RA Jadeja, B Kumar, Mohammed Shami, I Sharma"
1022599,2016-08-18,2016,Test,India,West Indies,India in West Indies Test Series,,"Queen's Park Oval, Port of Spain",Trinidad,Draw,,,,,"M Vijay, KL Rahul, V Kohli, AM Rahane, RG Sharma, R Ashwin, WP Saha, CA Pujara, B Kumar, Mohammed Shami, I Sharma"
1041615,2016-08-27,2016,T20I,India,West Indies,West Indies v India T20I Series,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Lost,West Indies,1.0,runs,E Lewis,"RG Sharma, AM Rahane, V Kohli, KL Rahul, MS Dhoni, STR Binny, R Ashwin, RA Jadeja, Mohammed Shami, JJ Bumrah, B Kumar"
1041617,2016-08-28,2016,T20I,India,West Indies,West Indies v India T20I Series,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,No Result,,,,,"RG Sharma, AM Rahane, V Kohli, KL Rahul, MS Dhoni, RA Jadeja, R Ashwin, B Kumar, A Mishra, Mohammed Shami, JJ Bumrah"
1030213,2016-09-22,2016,Test,India,New Zealand,New Zealand in India Test Series,,Green Park,Kanpur,Won,India,197.0,runs,RA Jadeja,"KL Rahul, M Vijay, CA Pujara, V Kohli, AM Rahane, RG Sharma, R Ashwin, WP Saha, RA Jadeja, Mohammed Shami, UT Yadav"
1030215,2016-09-30,2016,Test,India,New Zealand,New Zealand in India Test Series,,Eden Gardens,Kolkata,Won,India,178.0,runs,WP Saha,"S Dhawan, M Vijay, CA Pujara, V Kohli, AM Rahane, RG Sharma, R Ashwin, WP Saha, RA Jadeja, B Kumar, Mohammed Shami"
1030217,2016-10-08,2016,Test,India,New Zealand,New Zealand in India Test Series,,Holkar Cricket Stadium,Indore,Won,India,321.0,runs,R Ashwin,"M Vijay, G Gambhir, CA Pujara, V Kohli, AM Rahane, RG Sharma, RA Jadeja, R Ashwin, WP Saha, Mohammed Shami, UT Yadav"
1030219,2016-10-16,2016,ODI,India,New Zealand,New Zealand in India ODI Series,,Himachal Pradesh Cricket Association Stadium,Dharmasala,Won,India,6.0,wickets,HH Pandya,"RG Sharma, AM Rahane, V Kohli, MK Pandey, MS Dhoni, KM Jadhav, HH Pandya, AR Patel, A Mishra, JJ Bumrah, UT Yadav"
1030221,2016-10-20,2016,ODI,India,New Zealand,New Zealand in India ODI Series,,Feroz Shah Kotla,Delhi,Lost,New Zealand,6.0,runs,KS Williamson,"RG Sharma, AM Rahane, V Kohli, MK Pandey, MS Dhoni, KM Jadhav, AR Patel, HH Pandya, A Mishra, UT Yadav, JJ Bumrah"
1030223,2016-10-23,2016,ODI,India,New Zealand,New Zealand in India ODI Series,,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Won,India,7.0,wickets,V Kohli,"RG Sharma, AM Rahane, V Kohli, MS Dhoni, MK Pandey, KM Jadhav, AR Patel, HH Pandya, A Mishra, UT Yadav, JJ Bumrah"
1030225,2016-10-26,2016,ODI,India,New Zealand,New Zealand in India ODI Series,,JSCA International Stadium Complex,Ranchi,Lost,New Zealand,19.0,runs,MJ Guptill,"AM Rahane, RG Sharma, V Kohli, MS Dhoni, AR Patel, MK Pandey, KM Jadhav, HH Pandya, A Mishra, DS Kulkarni, UT Yadav"
1030227,2016-10-29,2016,ODI,India,New Zealand,New Zealand in India ODI Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Won,India,190.0,runs,A Mishra,"AM Rahane, RG Sharma, V Kohli, MS Dhoni, MK Pandey, KM Jadhav, AR Patel, J Yadav, A Mishra, UT Yadav, JJ Bumrah"
1034809,2016-11-09,2016,Test,India,England,England in India Test Series,,Saurashtra Cricket Association Stadium,Rajkot,Draw,,,,MM Ali,"M Vijay, G Gambhir, CA Pujara, V Kohli, A Mishra, AM Rahane, R Ashwin, WP Saha, RA Jadeja, UT Yadav, Mohammed Shami"
1034811,2016-11-17,2016,Test,India,England,England in India Test Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Won,India,246.0,runs,V Kohli,"M Vijay, KL Rahul, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, RA Jadeja, J Yadav, UT Yadav, Mohammed Shami"
1034813,2016-11-26,2016,Test,India,England,England in India Test Series,,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Won,India,8.0,wickets,RA Jadeja,"M Vijay, PA Patel, CA Pujara, V Kohli, AM Rahane, KK Nair, R Ashwin, RA Jadeja, J Yadav, UT Yadav, Mohammed Shami"
1034815,2016-12-08,2016,Test,India,England,England in India Test Series,,Wankhede Stadium,Mumbai,Won,India,36.0,runs,V Kohli,"KL Rahul, M Vijay, CA Pujara, V Kohli, KK Nair, PA Patel, R Ashwin, RA Jadeja, J Yadav, B Kumar, UT Yadav"
1034817,2016-12-16,2016,Test,India,England,England in India Test Series,,"MA Chidambaram Stadium, Chepauk",Chennai,Won,India,75.0,runs,KK Nair,"KL Rahul, PA Patel, CA Pujara, V Kohli, KK Nair, M Vijay, R Ashwin, RA Jadeja, UT Yadav, A Mishra, I Sharma"
1034819,2017-01-15,2017,ODI,India,England,England in India ODI Series,,Maharashtra Cricket Association Stadium,Pune,Won,India,3.0,wickets,KM Jadhav,"KL Rahul, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, R Ashwin, JJ Bumrah, UT Yadav"
1034821,2017-01-19,2017,ODI,India,England,England in India ODI Series,,Barabati Stadium,Cuttack,Won,India,15.0,runs,Yuvraj Singh,"KL Rahul, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, R Ashwin, JJ Bumrah, B Kumar"
1034823,2017-01-22,2017,ODI,India,England,England in India ODI Series,,Eden Gardens,Kolkata,Lost,England,5.0,runs,BA Stokes,"AM Rahane, KL Rahul, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, R Ashwin, B Kumar, JJ Bumrah"
1034825,2017-01-26,2017,T20I,India,England,England in India T20I Series,,Green Park,Kanpur,Lost,England,7.0,wickets,MM Ali,"V Kohli, KL Rahul, SK Raina, Yuvraj Singh, MS Dhoni, MK Pandey, HH Pandya, Parvez Rasool, JJ Bumrah, A Nehra, YS Chahal"
1034827,2017-01-29,2017,T20I,India,England,England in India T20I Series,,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Won,India,5.0,runs,JJ Bumrah,"V Kohli, KL Rahul, SK Raina, Yuvraj Singh, MK Pandey, MS Dhoni, HH Pandya, A Mishra, JJ Bumrah, A Nehra, YS Chahal"
1034829,2017-02-01,2017,T20I,India,England,England in India T20I Series,,M Chinnaswamy Stadium,Bangalore,Won,India,75.0,runs,YS Chahal,"V Kohli, KL Rahul, SK Raina, MS Dhoni, Yuvraj Singh, RR Pant, HH Pandya, A Mishra, JJ Bumrah, A Nehra, YS Chahal"
1041761,2017-02-09,2017,Test,India,Bangladesh,,,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Won,India,208.0,runs,V Kohli,"KL Rahul, M Vijay, CA Pujara, V Kohli, AM Rahane, WP Saha, R Ashwin, RA Jadeja, B Kumar, UT Yadav, I Sharma"
1062573,2017-02-23,2017,Test,India,Australia,Australia in India Test Series,,Maharashtra Cricket Association Stadium,Pune,Lost,Australia,333.0,runs,SNJ O'Keefe,"M Vijay, KL Rahul, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, RA Jadeja, J Yadav, UT Yadav, I Sharma"
1062574,2017-03-04,2017,Test,India,Australia,Border-Gavaskar Trophy,,M Chinnaswamy Stadium,Bengaluru,Won,India,75.0,runs,KL Rahul,"KL Rahul, A Mukund, CA Pujara, V Kohli, AM Rahane, KK Nair, R Ashwin, WP Saha, RA Jadeja, UT Yadav, I Sharma"
1062575,2017-03-16,2017,Test,India,Australia,Border-Gavaskar Trophy,,JSCA International Stadium Complex,Ranchi,Draw,,,,CA Pujara,"KL Rahul, M Vijay, CA Pujara, V Kohli, AM Rahane, KK Nair, R Ashwin, WP Saha, RA Jadeja, UT Yadav, I Sharma"
1062576,2017-03-25,2017,Test,India,Australia,Border-Gavaskar Trophy,,Himachal Pradesh Cricket Association Stadium,Dharamsala,Won,India,8.0,wickets,RA Jadeja,"KL Rahul, M Vijay, CA Pujara, AM Rahane, KK Nair, R Ashwin, WP Saha, RA Jadeja, B Kumar, Kuldeep Yadav, UT Yadav"
1022353,2017-06-04,2017,ODI,India,Pakistan,ICC Champions Trophy,,Edgbaston,Birmingham,Won,India,124.0,runs,Yuvraj Singh,"RG Sharma, S Dhawan, V Kohli, Yuvraj Singh, HH Pandya, MS Dhoni, KM Jadhav, RA Jadeja, B Kumar, UT Yadav, JJ Bumrah"
1022361,2017-06-08,2017,ODI,India,Sri Lanka,ICC Champions Trophy,,Kennington Oval,London,Lost,Sri Lanka,7.0,wickets,BKG Mendis,"RG Sharma, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, HH Pandya, KM Jadhav, RA Jadeja, B Kumar, UT Yadav, JJ Bumrah"
1022367,2017-06-11,2017,ODI,India,South Africa,ICC Champions Trophy,,Kennington Oval,London,Won,India,8.0,wickets,JJ Bumrah,"RG Sharma, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, HH Pandya, KM Jadhav, RA Jadeja, B Kumar, R Ashwin, JJ Bumrah"
1022373,2017-06-15,2017,ODI,India,Bangladesh,ICC Champions Trophy,Semi Final,Edgbaston,Birmingham,Won,India,9.0,wickets,RG Sharma,"RG Sharma, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, R Ashwin, B Kumar, JJ Bumrah"
1022375,2017-06-18,2017,ODI,India,Pakistan,ICC Champions Trophy,Final,Kennington Oval,London,Lost,Pakistan,180.0,runs,Fakhar Zaman,"RG Sharma, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, R Ashwin, B Kumar, JJ Bumrah"
1098206,2017-06-23,2017,ODI,India,West Indies,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",Trinidad,No Result,,,,,"AM Rahane, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, R Ashwin, Kuldeep Yadav, B Kumar, UT Yadav"
1098207,2017-06-25,2017,ODI,India,West Indies,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",Trinidad,Won,India,105.0,runs,AM Rahane,"AM Rahane, S Dhawan, V Kohli, HH Pandya, Yuvraj Singh, MS Dhoni, KM Jadhav, R Ashwin, Kuldeep Yadav, B Kumar, UT Yadav"
1098208,2017-06-30,2017,ODI,India,West Indies,India in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",Antigua,Won,India,93.0,runs,MS Dhoni,"AM Rahane, S Dhawan, V Kohli, Yuvraj Singh, MS Dhoni, KM Jadhav, HH Pandya, R Ashwin, Kuldeep Yadav, B Kumar, UT Yadav"
1098209,2017-07-02,2017,ODI,India,West Indies,India in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",Antigua,Lost,West Indies,11.0,runs,JO Holder,"AM Rahane, S Dhawan, V Kohli, KD Karthik, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, Kuldeep Yadav, UT Yadav, Mohammed Shami"
1098210,2017-07-06,2017,ODI,India,West Indies,India in West Indies ODI Series,,"Sabina Park, Kingston",Jamaica,Won,India,8.0,wickets,V Kohli,"AM Rahane, S Dhawan, V Kohli, KD Karthik, MS Dhoni, KM Jadhav, HH Pandya, RA Jadeja, Kuldeep Yadav, UT Yadav, Mohammed Shami"
1098211,2017-07-09,2017,T20I,India,West Indies,,,"Sabina Park, Kingston",Jamaica,Lost,West Indies,9.0,wickets,E Lewis,"V Kohli, S Dhawan, RR Pant, KD Karthik, MS Dhoni, KM Jadhav, RA Jadeja, R Ashwin, Kuldeep Yadav, Mohammed Shami, B Kumar"
1109602,2017-07-26,2017,Test,India,Sri Lanka,India tour of Sri Lanka,,Galle International Stadium,,Won,India,304.0,runs,S Dhawan,"S Dhawan, A Mukund, CA Pujara, V Kohli, AM Rahane, HH Pandya, WP Saha, R Ashwin, RA Jadeja, UT Yadav, Mohammed Shami"
1109603,2017-08-03,2017,Test,India,Sri Lanka,India tour of Sri Lanka,,Sinhalese Sports Club Ground,Colombo,Won,India,53.0,runs,RA Jadeja,"S Dhawan, KL Rahul, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, HH Pandya, RA Jadeja, Mohammed Shami, UT Yadav"
1109604,2017-08-12,2017,Test,India,Sri Lanka,India tour of Sri Lanka,,Pallekele International Cricket Stadium,,Won,India,171.0,runs,HH Pandya,"S Dhawan, KL Rahul, CA Pujara, V Kohli, AM Rahane, R Ashwin, WP Saha, HH Pandya, Kuldeep Yadav, Mohammed Shami, UT Yadav"
1109605,2017-08-20,2017,ODI,India,Sri Lanka,India tour of Sri Lanka,,Rangiri Dambulla International Stadium,,Won,India,9.0,wickets,S Dhawan,"RG Sharma, S Dhawan, V Kohli, KL Rahul, MS Dhoni, KM Jadhav, HH Pandya, AR Patel, B Kumar, JJ Bumrah, YS Chahal"
1109606,2017-08-24,2017,ODI,India,Sri Lanka,India tour of Sri Lanka,,Pallekele International Cricket Stadium,,Won,India,3.0,wickets,A Dananjaya,"RG Sharma, S Dhawan, KL Rahul, KM Jadhav, V Kohli, MS Dhoni, HH Pandya, AR Patel, B Kumar, JJ Bumrah, YS Chahal"
1109607,2017-08-27,2017,ODI,India,Sri Lanka,India tour of Sri Lanka,,Pallekele International Cricket Stadium,,Won,India,6.0,wickets,JJ Bumrah,"RG Sharma, S Dhawan, V Kohli, KL Rahul, KM Jadhav, MS Dhoni, HH Pandya, AR Patel, B Kumar, JJ Bumrah, YS Chahal"
1109608,2017-08-31,2017,ODI,India,Sri Lanka,India tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,Won,India,168.0,runs,V Kohli,"RG Sharma, S Dhawan, V Kohli, HH Pandya, KL Rahul, MK Pandey, MS Dhoni, AR Patel, Kuldeep Yadav, JJ Bumrah, SN Thakur"
1109609,2017-09-03,2017,ODI,India,Sri Lanka,India tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,Won,India,6.0,wickets,B Kumar,"RG Sharma, AM Rahane, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, JJ Bumrah, YS Chahal, Kuldeep Yadav, B Kumar, SN Thakur"
1109610,2017-09-06,2017,T20I,India,Sri Lanka,India tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,Won,India,7.0,wickets,V Kohli,"RG Sharma, KL Rahul, V Kohli, MK Pandey, MS Dhoni, KM Jadhav, AR Patel, Kuldeep Yadav, B Kumar, YS Chahal, JJ Bumrah"
1119496,2017-09-17,2017,ODI,India,Australia,Australia tour of India,,"MA Chidambaram Stadium, Chepauk",Chennai,Won,India,26.0,runs,HH Pandya,"AM Rahane, RG Sharma, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, YS Chahal, JJ Bumrah"
1119497,2017-09-21,2017,ODI,India,Australia,Australia tour of India,,Eden Gardens,Kolkata,Won,India,50.0,runs,V Kohli,"AM Rahane, RG Sharma, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1119498,2017-09-24,2017,ODI,India,Australia,Australia tour of India,,Holkar Cricket Stadium,Indore,Won,India,5.0,wickets,HH Pandya,"AM Rahane, RG Sharma, V Kohli, HH Pandya, KM Jadhav, MK Pandey, MS Dhoni, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1119499,2017-09-28,2017,ODI,India,Australia,Australia tour of India,,M.Chinnaswamy Stadium,Bengaluru,Lost,Australia,21.0,runs,DA Warner,"AM Rahane, RG Sharma, V Kohli, HH Pandya, KM Jadhav, MK Pandey, MS Dhoni, AR Patel, Mohammed Shami, UT Yadav, YS Chahal"
1119500,2017-10-01,2017,ODI,India,Australia,Australia tour of India,,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Won,India,7.0,wickets,RG Sharma,"AM Rahane, RG Sharma, V Kohli, KM Jadhav, MK Pandey, HH Pandya, MS Dhoni, B Kumar, AR Patel, JJ Bumrah, Kuldeep Yadav"
1119501,2017-10-07,2017,T20I,India,Australia,Australia tour of India,,JSCA International Stadium Complex,Ranchi,Won,India,9.0,wickets,Kuldeep Yadav,"RG Sharma, S Dhawan, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, HH Pandya, B Kumar, YS Chahal, Kuldeep Yadav, JJ Bumrah"
1119502,2017-10-10,2017,T20I,India,Australia,Australia tour of India,,Barsapara Cricket Stadium,Guwahati,Lost,Australia,8.0,wickets,JP Behrendorff,"RG Sharma, S Dhawan, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1120090,2017-10-22,2017,ODI,India,New Zealand,New Zealand tour of India,,Wankhede Stadium,Mumbai,Lost,New Zealand,6.0,wickets,TWM Latham,"RG Sharma, S Dhawan, V Kohli, KM Jadhav, KD Karthik, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1120091,2017-10-25,2017,ODI,India,New Zealand,New Zealand tour of India,,Maharashtra Cricket Association Stadium,Pune,Won,India,6.0,wickets,B Kumar,"RG Sharma, S Dhawan, V Kohli, KD Karthik, HH Pandya, MS Dhoni, KM Jadhav, AR Patel, B Kumar, JJ Bumrah, YS Chahal"
1120092,2017-10-29,2017,ODI,India,New Zealand,New Zealand tour of India,,Green Park,Kanpur,Won,India,6.0,runs,RG Sharma,"RG Sharma, S Dhawan, V Kohli, HH Pandya, MS Dhoni, KM Jadhav, KD Karthik, AR Patel, B Kumar, JJ Bumrah, YS Chahal"
1120093,2017-11-01,2017,T20I,India,New Zealand,New Zealand tour of India,,Arun Jaitley Stadium,Delhi,Won,India,53.0,runs,S Dhawan,"RG Sharma, S Dhawan, HH Pandya, V Kohli, MS Dhoni, SS Iyer, AR Patel, B Kumar, A Nehra, YS Chahal, JJ Bumrah"
1120094,2017-11-04,2017,T20I,India,New Zealand,New Zealand tour of India,,Saurashtra Cricket Association Stadium,Rajkot,Lost,New Zealand,40.0,runs,C Munro,"RG Sharma, S Dhawan, SS Iyer, V Kohli, HH Pandya, MS Dhoni, AR Patel, B Kumar, JJ Bumrah, Mohammed Siraj, YS Chahal"
1120095,2017-11-07,2017,T20I,India,New Zealand,New Zealand tour of India,,Greenfield International Stadium,Thiruvananthapuram,Won,India,6.0,runs,JJ Bumrah,"RG Sharma, S Dhawan, V Kohli, SS Iyer, MK Pandey, HH Pandya, MS Dhoni, B Kumar, JJ Bumrah, Kuldeep Yadav, YS Chahal"
1122723,2017-11-16,2017,Test,India,Sri Lanka,Sri Lanka tour of India,,Eden Gardens,Kolkata,Draw,,,,B Kumar,"KL Rahul, S Dhawan, CA Pujara, V Kohli, AM Rahane, RA Jadeja, R Ashwin, WP Saha, B Kumar, Mohammed Shami, UT Yadav"
1122724,2017-11-24,2017,Test,India,Sri Lanka,Sri Lanka tour of India,,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Won,India,239.0,runs,V Kohli,"KL Rahul, M Vijay, CA Pujara, V Kohli, AM Rahane, RG Sharma, R Ashwin, WP Saha, RA Jadeja, UT Yadav, I Sharma"
1122725,2017-12-02,2017,Test,India,Sri Lanka,Sri Lanka tour of India,,Arun Jaitley Stadium,Delhi,Draw,,,,V Kohli,"M Vijay, S Dhawan, AM Rahane, CA Pujara, V Kohli, RG Sharma, RA Jadeja, R Ashwin, WP Saha, I Sharma, Mohammed Shami"
1122726,2017-12-10,2017,ODI,India,Sri Lanka,Sri Lanka tour of India,,Himachal Pradesh Cricket Association Stadium,Dharamsala,Lost,Sri Lanka,7.0,wickets,RAS Lakmal,"RG Sharma, S Dhawan, SS Iyer, KD Karthik, MK Pandey, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122727,2017-12-13,2017,ODI,India,Sri Lanka,Sri Lanka tour of India,,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Won,India,141.0,runs,RG Sharma,"RG Sharma, S Dhawan, SS Iyer, MS Dhoni, HH Pandya, KD Karthik, MK Pandey, B Kumar, Washington Sundar, JJ Bumrah, YS Chahal"
1122728,2017-12-17,2017,ODI,India,Sri Lanka,Sri Lanka tour of India,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Won,India,8.0,wickets,Kuldeep Yadav,"RG Sharma, S Dhawan, SS Iyer, KD Karthik, MS Dhoni, HH Pandya, MK Pandey, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122729,2017-12-20,2017,T20I,India,Sri Lanka,Sri Lanka tour of India,,Barabati Stadium,Cuttack,Won,India,93.0,runs,YS Chahal,"RG Sharma, KL Rahul, SS Iyer, MS Dhoni, MK Pandey, KD Karthik, HH Pandya, Kuldeep Yadav, JJ Bumrah, JD Unadkat, YS Chahal"
1122730,2017-12-22,2017,T20I,India,Sri Lanka,Sri Lanka tour of India,,Holkar Cricket Stadium,Indore,Won,India,88.0,runs,RG Sharma,"RG Sharma, KL Rahul, MS Dhoni, HH Pandya, SS Iyer, MK Pandey, KD Karthik, Kuldeep Yadav, JJ Bumrah, JD Unadkat, YS Chahal"
1122731,2017-12-24,2017,T20I,India,Sri Lanka,Sri Lanka tour of India,,Wankhede Stadium,Mumbai,Won,India,5.0,wickets,JD Unadkat,"RG Sharma, KL Rahul, SS Iyer, MK Pandey, HH Pandya, KD Karthik, MS Dhoni, Washington Sundar, Kuldeep Yadav, JD Unadkat, Mohammed Siraj"
1122276,2018-01-05,2018,Test,India,South Africa,India tour of South Africa,,Newlands,Cape Town,Lost,South Africa,72.0,runs,VD Philander,"M Vijay, S Dhawan, CA Pujara, V Kohli, RG Sharma, WP Saha, HH Pandya, R Ashwin, B Kumar, Mohammed Shami, JJ Bumrah"
1122277,2018-01-13,2018,Test,India,South Africa,India tour of South Africa,,SuperSport Park,Centurion,Lost,South Africa,135.0,runs,L Ngidi,"M Vijay, KL Rahul, CA Pujara, V Kohli, PA Patel, RG Sharma, HH Pandya, R Ashwin, Mohammed Shami, I Sharma, JJ Bumrah"
1122278,2018-01-24,2018,Test,India,South Africa,India tour of South Africa,,The Wanderers Stadium,Johannesburg,Won,India,63.0,runs,B Kumar,"M Vijay, PA Patel, KL Rahul, CA Pujara, V Kohli, AM Rahane, HH Pandya, B Kumar, Mohammed Shami, I Sharma, JJ Bumrah"
1122279,2018-02-01,2018,ODI,India,South Africa,India tour of South Africa,,Kingsmead,Durban,Won,India,6.0,wickets,V Kohli,"RG Sharma, S Dhawan, V Kohli, AM Rahane, HH Pandya, MS Dhoni, KM Jadhav, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122280,2018-02-04,2018,ODI,India,South Africa,India tour of South Africa,,SuperSport Park,Centurion,Won,India,9.0,wickets,YS Chahal,"RG Sharma, S Dhawan, V Kohli, AM Rahane, MS Dhoni, KM Jadhav, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122281,2018-02-07,2018,ODI,India,South Africa,India tour of South Africa,,Newlands,Cape Town,Won,India,124.0,runs,V Kohli,"RG Sharma, S Dhawan, V Kohli, AM Rahane, HH Pandya, MS Dhoni, KM Jadhav, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122282,2018-02-10,2018,ODI,India,South Africa,India tour of South Africa,,The Wanderers Stadium,Johannesburg,Lost,South Africa,5.0,wickets,H Klaasen,"RG Sharma, S Dhawan, V Kohli, AM Rahane, SS Iyer, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122283,2018-02-13,2018,ODI,India,South Africa,India tour of South Africa,,St George's Park,Port Elizabeth,Won,India,73.0,runs,RG Sharma,"S Dhawan, RG Sharma, V Kohli, AM Rahane, SS Iyer, HH Pandya, MS Dhoni, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal"
1122284,2018-02-16,2018,ODI,India,South Africa,India tour of South Africa,,SuperSport Park,Centurion,Won,India,8.0,wickets,V Kohli,"S Dhawan, RG Sharma, V Kohli, AM Rahane, SS Iyer, MS Dhoni, HH Pandya, Kuldeep Yadav, SN Thakur, JJ Bumrah, YS Chahal"
1122285,2018-02-18,2018,T20I,India,South Africa,India tour of South Africa,,The Wanderers Stadium,Johannesburg,Won,India,28.0,runs,B Kumar,"RG Sharma, S Dhawan, SK Raina, V Kohli, MK Pandey, MS Dhoni, HH Pandya, B Kumar, JD Unadkat, JJ Bumrah, YS Chahal"
1122286,2018-02-21,2018,T20I,India,South Africa,India tour of South Africa,,SuperSport Park,Centurion,Lost,South Africa,6.0,wickets,H Klaasen,"S Dhawan, RG Sharma, SK Raina, V Kohli, MK Pandey, MS Dhoni, HH Pandya, B Kumar, JD Unadkat, YS Chahal, SN Thakur"
1122287,2018-02-24,2018,T20I,India,South Africa,India tour of South Africa,,Newlands,Cape Town,Won,India,7.0,runs,SK Raina,"RG Sharma, S Dhawan, SK Raina, MK Pandey, HH Pandya, MS Dhoni, KD Karthik, AR Patel, B Kumar, SN Thakur, JJ Bumrah"
