match_id,date,year,format,team,opponent,competition,stage,venue,city,result,winner,margin,margin_type,player_of_match,india_players
63963,2001-12-19,2001,Test,India,England,England tour of India,,"M Chinnaswamy Stadium, Bangalore",Bengaluru,Draw,,,,A Flintoff,"SS Das, D Dasgupta, VVS Laxman, SR Tendulkar, R Dravid, SC Ganguly, V Sehwag, A Kumble, Harbhajan Singh, Sarandeep Singh, J Srinath"
66284,2002-06-29,2002,ODI,India,England,NatWest Series,,"Lord's, London",London,Won,India,6.0,wickets,Yuvraj Singh,"SC Ganguly, V Sehwag, D Mongia, SR Tendulkar, R Dravid, Yuvraj Singh, M Kaif, Harbhajan Singh, Z Khan, A Kumble, AB Agarkar"
64814,2002-12-29,2002,ODI,India,New Zealand,India tour of New Zealand,,"McLean Park, Napier",Napier,Lost,New Zealand,35.0,runs,V Sehwag,"SC Ganguly, V Sehwag, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, SB Bangar, Harbhajan Singh, Z Khan, J Srinath, A Nehra"
64815,2003-01-01,2003,ODI,India,New Zealand,India tour of New Zealand,,"Jade Stadium, Christchurch",Christchurch,Lost,New Zealand,5.0,wickets,DR Tuffey,"V Sehwag, SC Ganguly, VVS Laxman, R Dravid, M Kaif, Yuvraj Singh, SB Bangar, AB Agarkar, Z Khan, Harbhajan Singh, J Srinath"
64816,2003-01-04,2003,ODI,India,New Zealand,India tour of New Zealand,,"Davies Park, Queenstown",Queenstown,Lost,New Zealand,7.0,wickets,AR Adams,"V Sehwag, R Dravid, D Mongia, M Kaif, SC Ganguly, Yuvraj Singh, PA Patel, AB Agarkar, Z Khan, J Srinath, A Nehra"
64817,2003-01-08,2003,ODI,India,New Zealand,India tour of New Zealand,,"Westpac Stadium, Wellington",Wellington,Won,India,2.0,wickets,Z Khan,"SC Ganguly, V Sehwag, D Mongia, SR Tendulkar, R Dravid, Yuvraj Singh, M Kaif, A Kumble, Z Khan, J Srinath, A Nehra"
64819,2003-01-14,2003,ODI,India,New Zealand,India tour of New Zealand,,"Westpac Park, Hamilton",Hamilton,Lost,New Zealand,6.0,wickets,SP Fleming,"SC Ganguly, V Sehwag, SR Tendulkar, D Mongia, R Dravid, Yuvraj Singh, M Kaif, A Kumble, Z Khan, J Srinath, A Nehra"
65241,2003-02-12,2003,ODI,India,Netherlands,ICC World Cup,,"Boland Bank Park, Paarl",Paarl,Won,India,68.0,runs,TBM de Leede,"SC Ganguly, SR Tendulkar, V Sehwag, R Dravid, Yuvraj Singh, M Kaif, D Mongia, Harbhajan Singh, A Kumble, Z Khan, J Srinath"
65244,2003-02-15,2003,ODI,India,Australia,ICC World Cup,,"SuperSport Park, Centurion",Centurion,Lost,Australia,9.0,wickets,JN Gillespie,"SC Ganguly, SR Tendulkar, V Sehwag, R Dravid, Yuvraj Singh, M Kaif, D Mongia, A Kumble, Harbhajan Singh, Z Khan, J Srinath"
65250,2003-02-19,2003,ODI,India,Zimbabwe,ICC World Cup,,Harare Sports Club,Harare,Won,India,83.0,runs,SR Tendulkar,"V Sehwag, SR Tendulkar, D Mongia, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, Harbhajan Singh, Z Khan, A Nehra, J Srinath"
65257,2003-02-23,2003,ODI,India,Namibia,ICC World Cup,,"City Oval, Pietermaritzburg",Pietermaritzburg,Won,India,181.0,runs,SR Tendulkar,"V Sehwag, SR Tendulkar, SC Ganguly, Yuvraj Singh, R Dravid, D Mongia, M Kaif, Harbhajan Singh, Z Khan, A Nehra, J Srinath"
65262,2003-02-26,2003,ODI,India,England,ICC World Cup,,"Kingsmead, Durban",Durban,Won,India,82.0,runs,A Nehra,"V Sehwag, SR Tendulkar, SC Ganguly, D Mongia, R Dravid, Yuvraj Singh, M Kaif, Harbhajan Singh, Z Khan, J Srinath, A Nehra"
65268,2003-03-01,2003,ODI,India,Pakistan,ICC World Cup,,"SuperSport Park, Centurion",Centurion,Won,India,6.0,wickets,SR Tendulkar,"SR Tendulkar, V Sehwag, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, D Mongia, A Kumble, Z Khan, J Srinath, A Nehra"
65276,2003-03-07,2003,ODI,India,Kenya,ICC World Cup,Super Sixes,"Newlands, Cape Town",Cape Town,Won,India,6.0,wickets,SC Ganguly,"V Sehwag, SR Tendulkar, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, D Mongia, Harbhajan Singh, Z Khan, A Nehra, J Srinath"
65278,2003-03-10,2003,ODI,India,Sri Lanka,ICC World Cup,Super Sixes,"New Wanderers Stadium, Johannesburg",Johannesburg,Won,India,183.0,runs,J Srinath,"SR Tendulkar, V Sehwag, SC Ganguly, M Kaif, Yuvraj Singh, R Dravid, D Mongia, Harbhajan Singh, Z Khan, A Nehra, J Srinath"
65281,2003-03-14,2003,ODI,India,New Zealand,ICC World Cup,Super Sixes,"SuperSport Park, Centurion",Centurion,Won,India,7.0,wickets,Z Khan,"V Sehwag, SR Tendulkar, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, D Mongia, J Srinath, A Nehra, Z Khan, Harbhajan Singh"
65285,2003-03-20,2003,ODI,India,Kenya,ICC World Cup,Semi Final,"Kingsmead, Durban",Durban,Won,India,91.0,runs,SC Ganguly,"V Sehwag, SR Tendulkar, SC Ganguly, M Kaif, Yuvraj Singh, R Dravid, D Mongia, J Srinath, A Nehra, Z Khan, Harbhajan Singh"
65286,2003-03-23,2003,ODI,India,Australia,ICC World Cup,Final,"New Wanderers Stadium, Johannesburg",Johannesburg,Lost,Australia,125.0,runs,RT Ponting,"SR Tendulkar, V Sehwag, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, D Mongia, Harbhajan Singh, Z Khan, J Srinath, A Nehra"
66356,2003-04-21,2003,ODI,India,South Africa,TVS Cup (Bangladesh),Final,"Bangabandhu National Stadium, Dhaka",Dhaka,No Result,,,,,"V Sehwag, G Gambhir, SC Ganguly, M Kaif, Yuvraj Singh, D Mongia, PA Patel, AB Agarkar, Harbhajan Singh, Z Khan, A Mishra"
64047,2003-10-16,2003,Test,India,New Zealand,New Zealand tour of India,,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Chandigarh,Draw,,,,DR Tuffey,"A Chopra, V Sehwag, R Dravid, SR Tendulkar, VVS Laxman, Yuvraj Singh, PA Patel, A Kumble, Harbhajan Singh, L Balaji, Z Khan"
66364,2003-10-23,2003,ODI,India,New Zealand,TVS Cup (India),,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,No Result,,,,,"V Sehwag, SR Tendulkar, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, A Kumble, PA Patel, Harbhajan Singh, AB Agarkar, Z Khan"
66365,2003-10-26,2003,ODI,India,Australia,TVS Cup (India),,"Captain Roop Singh Stadium, Gwalior",Gwalior,Won,India,37.0,runs,SR Tendulkar,"V Sehwag, SR Tendulkar, VVS Laxman, Yuvraj Singh, AB Agarkar, M Kaif, PA Patel, R Dravid, Harbhajan Singh, A Kumble, Z Khan"
66367,2003-11-01,2003,ODI,India,Australia,TVS Cup (India),,"Wankhede Stadium, Mumbai",Mumbai,Lost,Australia,77.0,runs,DR Martyn,"V Sehwag, SR Tendulkar, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, AB Agarkar, PA Patel, Harbhajan Singh, A Kumble, Z Khan"
66369,2003-11-06,2003,ODI,India,New Zealand,TVS Cup (India),,"Barabati Stadium, Cuttack",Cuttack,Lost,New Zealand,4.0,wickets,SB Styris,"VVS Laxman, SR Tendulkar, M Kaif, R Dravid, Yuvraj Singh, HK Badani, SV Bahutule, AB Agarkar, Harbhajan Singh, Z Khan, M Kartik"
66372,2003-11-15,2003,ODI,India,New Zealand,TVS Cup (India),,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Hyderabad,Won,India,145.0,runs,V Sehwag,"V Sehwag, SR Tendulkar, SC Ganguly, Yuvraj Singh, R Dravid, VVS Laxman, M Kaif, AB Agarkar, A Kumble, M Kartik, Z Khan"
64059,2003-12-04,2003,Test,India,Australia,India tour of Australia,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Draw,,,,SC Ganguly,"A Chopra, V Sehwag, R Dravid, SR Tendulkar, SC Ganguly, VVS Laxman, PA Patel, AB Agarkar, Harbhajan Singh, Z Khan, A Nehra"
64062,2004-01-02,2004,Test,India,Australia,India tour of Australia,,Sydney Cricket Ground,Sydney,Draw,,,,SR Tendulkar,"A Chopra, V Sehwag, R Dravid, SR Tendulkar, VVS Laxman, SC Ganguly, PA Patel, AB Agarkar, IK Pathan, A Kumble, M Kartik"
65643,2004-01-09,2004,ODI,India,Australia,VB Series,,Melbourne Cricket Ground,Melbourne,Lost,Australia,18.0,runs,A Symonds,"V Sehwag, SR Tendulkar, SC Ganguly, VVS Laxman, R Dravid, Yuvraj Singh, SB Bangar, AB Agarkar, IK Pathan, A Kumble, L Balaji"
65645,2004-01-14,2004,ODI,India,Zimbabwe,VB Series,,Bellerive Oval,Hobart,Won,India,7.0,wickets,V Sehwag,"V Sehwag, SR Tendulkar, HK Badani, VVS Laxman, SC Ganguly, Yuvraj Singh, R Dravid, AB Agarkar, IK Pathan, L Balaji, A Kumble"
65647,2004-01-18,2004,ODI,India,Australia,VB Series,,Brisbane Cricket Ground,Brisbane,Won,India,19.0,runs,VVS Laxman,"SC Ganguly, SR Tendulkar, VVS Laxman, R Dravid, Yuvraj Singh, RS Gavaskar, HK Badani, IK Pathan, A Kumble, L Balaji, A Nehra"
65648,2004-01-20,2004,ODI,India,Zimbabwe,VB Series,,Brisbane Cricket Ground,Brisbane,Won,India,24.0,runs,Yuvraj Singh,"PA Patel, SC Ganguly, VVS Laxman, R Dravid, Yuvraj Singh, RS Gavaskar, HK Badani, IK Pathan, A Nehra, A Kumble, L Balaji"
65649,2004-01-22,2004,ODI,India,Australia,VB Series,,Sydney Cricket Ground,Sydney,Lost,Australia,2.0,wickets,Yuvraj Singh,"SC Ganguly, PA Patel, VVS Laxman, R Dravid, Yuvraj Singh, RS Gavaskar, HK Badani, AB Agarkar, M Kartik, IK Pathan, L Balaji"
65653,2004-02-01,2004,ODI,India,Australia,VB Series,,W.A.C.A. Ground,Perth,Lost,Australia,5.0,wickets,AC Gilchrist,"V Sehwag, SR Tendulkar, VVS Laxman, R Dravid, SC Ganguly, Yuvraj Singh, RS Gavaskar, AB Agarkar, IK Pathan, M Kartik, L Balaji"
65655,2004-02-06,2004,ODI,India,Australia,VB Series,Final,Melbourne Cricket Ground,Melbourne,Lost,Australia,7.0,wickets,RT Ponting,"V Sehwag, SR Tendulkar, VVS Laxman, R Dravid, SC Ganguly, Yuvraj Singh, HK Badani, AB Agarkar, IK Pathan, A Kumble, L Balaji"
65656,2004-02-08,2004,ODI,India,Australia,VB Series,Final,Sydney Cricket Ground,Sydney,Lost,Australia,208.0,runs,ML Hayden,"V Sehwag, SR Tendulkar, VVS Laxman, SC Ganguly, R Dravid, Yuvraj Singh, HK Badani, IK Pathan, M Kartik, L Balaji, A Nehra"
64882,2004-03-16,2004,ODI,India,Pakistan,India tour of Pakistan,,Rawalpindi Cricket Stadium,Rawalpindi,Lost,Pakistan,12.0,runs,SR Tendulkar,"V Sehwag, SR Tendulkar, VVS Laxman, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, RR Powar, Z Khan, L Balaji, A Nehra"
64883,2004-03-19,2004,ODI,India,Pakistan,India tour of Pakistan,,Arbab Niaz Stadium,Peshawar,Lost,Pakistan,4.0,wickets,Yasir Hameed,"V Sehwag, SR Tendulkar, VVS Laxman, R Dravid, SC Ganguly, Yuvraj Singh, M Kaif, RR Powar, IK Pathan, L Balaji, Z Khan"
64884,2004-03-21,2004,ODI,India,Pakistan,India tour of Pakistan,,Gaddafi Stadium,Lahore,Won,India,5.0,wickets,Inzamam-ul-Haq,"V Sehwag, SR Tendulkar, VVS Laxman, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, M Kartik, IK Pathan, L Balaji, Z Khan"
64885,2004-03-24,2004,ODI,India,Pakistan,India tour of Pakistan,,Gaddafi Stadium,Lahore,Won,India,40.0,runs,VVS Laxman,"V Sehwag, SR Tendulkar, VVS Laxman, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, IK Pathan, L Balaji, M Kartik, Z Khan"
64083,2004-04-13,2004,Test,India,Pakistan,India tour of Pakistan,,Rawalpindi Cricket Stadium,Rawalpindi,Won,India,131.0,runs,R Dravid,"V Sehwag, PA Patel, R Dravid, SR Tendulkar, VVS Laxman, SC Ganguly, Yuvraj Singh, IK Pathan, A Kumble, L Balaji, A Nehra"
65716,2004-07-27,2004,ODI,India,Sri Lanka,Asia Cup,,R.Premadasa Stadium,Colombo,Won,India,4.0,runs,V Sehwag,"SR Tendulkar, V Sehwag, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, PA Patel, IK Pathan, Harbhajan Singh, Z Khan, A Kumble"
65718,2004-08-01,2004,ODI,India,Sri Lanka,Asia Cup,Final,R.Premadasa Stadium,Colombo,Lost,Sri Lanka,25.0,runs,MS Atapattu,"V Sehwag, SR Tendulkar, SC Ganguly, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, IK Pathan, Harbhajan Singh, Z Khan, A Nehra"
66374,2004-08-21,2004,ODI,India,Pakistan,Videocon Cup,,VRA Cricket Ground,Amstelveen,Lost,Pakistan,66.0,runs,Shoaib Malik,"V Sehwag, SC Ganguly, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, RS Gavaskar, AB Agarkar, IK Pathan, L Balaji, A Kumble"
66375,2004-08-23,2004,ODI,India,Australia,Videocon Cup,,VRA Cricket Ground,Amstelveen,No Result,,,,,"A Kumble, Yuvraj Singh, SC Ganguly, V Sehwag, A Nehra, L Balaji, IK Pathan, R Dravid, VVS Laxman, RS Gavaskar, M Kaif"
65032,2004-09-01,2004,ODI,India,England,India tour of England,,Trent Bridge,Nottingham,Lost,England,7.0,wickets,AG Wharf,"V Sehwag, SC Ganguly, VVS Laxman, R Dravid, Yuvraj Singh, M Kaif, RS Gavaskar, IK Pathan, A Kumble, L Balaji, A Nehra"
65033,2004-09-03,2004,ODI,India,England,India tour of England,,Kennington Oval,London,Lost,England,70.0,runs,A Flintoff,"SC Ganguly, V Sehwag, VVS Laxman, M Kaif, R Dravid, Yuvraj Singh, RS Gavaskar, AB Agarkar, IK Pathan, Harbhajan Singh, L Balaji"
65034,2004-09-05,2004,ODI,India,England,India tour of England,,Lord's,London,Won,India,23.0,runs,SC Ganguly,"SC Ganguly, VVS Laxman, M Kaif, V Sehwag, R Dravid, Yuvraj Singh, KD Karthik, Harbhajan Singh, IK Pathan, A Kumble, A Nehra"
66198,2004-09-11,2004,ODI,India,Kenya,ICC Champions Trophy,,The Rose Bowl,Southampton,Won,India,98.0,runs,SC Ganguly,"SC Ganguly, V Sehwag, VVS Laxman, Yuvraj Singh, M Kaif, R Dravid, KD Karthik, Harbhajan Singh, IK Pathan, AB Agarkar, A Nehra"
66207,2004-09-19,2004,ODI,India,Pakistan,ICC Champions Trophy,,Edgbaston,Birmingham,Lost,Pakistan,3.0,wickets,Yousuf Youhana,"SC Ganguly, V Sehwag, VVS Laxman, M Kaif, R Dravid, Yuvraj Singh, RS Gavaskar, AB Agarkar, IK Pathan, Harbhajan Singh, A Nehra"
64100,2004-10-14,2004,Test,India,Australia,Australia tour of India,,MA Chidambaram Stadium,Chennai,Draw,,,,A Kumble,"Yuvraj Singh, V Sehwag, IK Pathan, R Dravid, SC Ganguly, VVS Laxman, M Kaif, PA Patel, A Kumble, Harbhajan Singh, Z Khan"
64102,2004-11-03,2004,Test,India,Australia,Australia tour of India,,Wankhede Stadium,Mumbai,Won,India,13.0,runs,M Kartik,"G Gambhir, V Sehwag, R Dravid, SR Tendulkar, VVS Laxman, M Kaif, KD Karthik, A Kumble, Harbhajan Singh, M Kartik, Z Khan"
64109,2004-11-20,2004,Test,India,South Africa,South Africa tour of India,,Green Park,Kanpur,Draw,,,,AJ Hall,"V Sehwag, G Gambhir, R Dravid, SR Tendulkar, SC Ganguly, VVS Laxman, KD Karthik, A Kumble, Harbhajan Singh, Z Khan, M Kartik"
64110,2004-11-28,2004,Test,India,South Africa,South Africa tour of India,,Eden Gardens,Kolkata,Won,India,8.0,wickets,Harbhajan Singh,"V Sehwag, G Gambhir, R Dravid, SR Tendulkar, SC Ganguly, VVS Laxman, KD Karthik, IK Pathan, A Kumble, Harbhajan Singh, Z Khan"
64111,2004-12-10,2004,Test,India,Bangladesh,India tour of Bangladesh,,Bangabandhu National Stadium,Dhaka,Won,India,140.0,runs,IK Pathan,"G Gambhir, V Sehwag, R Dravid, SR Tendulkar, SC Ganguly, VVS Laxman, KD Karthik, IK Pathan, A Kumble, Harbhajan Singh, Z Khan"
64914,2004-12-23,2004,ODI,India,Bangladesh,India tour of Bangladesh,,MA Aziz Stadium,Chattogram,Won,India,11.0,runs,M Kaif,"SC Ganguly, SR Tendulkar, Yuvraj Singh, R Dravid, M Kaif, S Sriram, MS Dhoni, AB Agarkar, IK Pathan, Joginder Sharma, Harbhajan Singh"
64917,2004-12-27,2004,ODI,India,Bangladesh,India tour of Bangladesh,,Bangabandhu National Stadium,Dhaka,Won,India,91.0,runs,V Sehwag,"V Sehwag, SR Tendulkar, SC Ganguly, R Dravid, M Kaif, Yuvraj Singh, MS Dhoni, AB Agarkar, Harbhajan Singh, Z Khan, Joginder Sharma"
64939,2005-04-05,2005,ODI,India,Pakistan,Pakistan tour of India,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Won,India,58.0,runs,MS Dhoni,"V Sehwag, SR Tendulkar, MS Dhoni, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, Harbhajan Singh, L Balaji, Z Khan, A Nehra"
64941,2005-04-12,2005,ODI,India,Pakistan,Pakistan tour of India,,"Sardar Patel (Gujarat) Stadium, Motera",Ahmedabad,Lost,Pakistan,3.0,wickets,Inzamam-ul-Haq,"V Sehwag, SR Tendulkar, MS Dhoni, SC Ganguly, R Dravid, Yuvraj Singh, M Kaif, Z Khan, M Kartik, L Balaji, A Nehra"
64942,2005-04-15,2005,ODI,India,Pakistan,Pakistan tour of India,,Green Park,Kanpur,Lost,Pakistan,5.0,wickets,Shahid Afridi,"V Sehwag, SR Tendulkar, MS Dhoni, R Dravid, Yuvraj Singh, M Kaif, D Mongia, Z Khan, L Balaji, Harbhajan Singh, A Kumble"
64943,2005-04-17,2005,ODI,India,Pakistan,Pakistan tour of India,,Arun Jaitley Stadium,Delhi,Lost,Pakistan,159.0,runs,Shoaib Malik,"V Sehwag, SR Tendulkar, MS Dhoni, R Dravid, Yuvraj Singh, M Kaif, D Mongia, AB Agarkar, Harbhajan Singh, Z Khan, A Nehra"
214742,2005-07-31,2005,ODI,India,West Indies,Indian Oil Cup,,Rangiri Dambulla International Stadium,,Won,India,6.0,wickets,R Dravid,"M Kaif, V Sehwag, SK Raina, R Dravid, Yuvraj Singh, MS Dhoni, Y Venugopal Rao, IK Pathan, Harbhajan Singh, Z Khan, A Nehra"
217481,2005-08-29,2005,ODI,India,Zimbabwe,Videocon Triangular Series,,Harare Sports Club,,Won,India,161.0,runs,IK Pathan,"SC Ganguly, Y Venugopal Rao, M Kaif, R Dravid, Yuvraj Singh, MS Dhoni, AB Agarkar, Jai Prakash Yadav, IK Pathan, Harbhajan Singh, A Nehra"
217979,2005-09-04,2005,ODI,India,Zimbabwe,Videocon Triangular Series,,Harare Sports Club,,Won,India,4.0,wickets,Yuvraj Singh,"V Sehwag, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, Y Venugopal Rao, MS Dhoni, Jai Prakash Yadav, Harbhajan Singh, M Kartik, AB Agarkar, RP Singh"
218250,2005-09-06,2005,ODI,India,New Zealand,Videocon Triangular Series,Final,Harare Sports Club,,Lost,New Zealand,6.0,wickets,NJ Astle,"V Sehwag, SC Ganguly, M Kaif, R Dravid, Yuvraj Singh, Y Venugopal Rao, MS Dhoni, Jai Prakash Yadav, AB Agarkar, IK Pathan, A Nehra, Harbhajan Singh"
219062,2005-09-13,2005,Test,India,Zimbabwe,India tour of Zimbabwe,,Queens Sports Club,Bulawayo,Won,India,90.0,runs,IK Pathan,"G Gambhir, V Sehwag, R Dravid, VVS Laxman, SC Ganguly, Yuvraj Singh, KD Karthik, IK Pathan, A Kumble, Harbhajan Singh, Z Khan"
223018,2005-10-25,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,Vidarbha C.A. Ground,Nagpur,Won,India,152.0,runs,R Dravid,"V Sehwag, SR Tendulkar, IK Pathan, Yuvraj Singh, R Dravid, MS Dhoni, AB Agarkar, Jai Prakash Yadav, Harbhajan Singh, Y Venugopal Rao, S Sreesanth, M Kartik"
223334,2005-10-28,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Won,India,8.0,wickets,IK Pathan,"V Sehwag, SR Tendulkar, Jai Prakash Yadav, R Dravid, Yuvraj Singh, MS Dhoni, AB Agarkar, IK Pathan, Harbhajan Singh, Y Venugopal Rao, M Kartik"
223902,2005-11-03,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,Nehru Stadium,Pune,Won,India,4.0,wickets,AB Agarkar,"V Sehwag, SR Tendulkar, Yuvraj Singh, R Dravid, Y Venugopal Rao, MS Dhoni, IK Pathan, SK Raina, AB Agarkar, Harbhajan Singh, Jai Prakash Yadav, S Sreesanth"
224231,2005-11-06,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,"Sardar Patel (Gujarat) Stadium, Motera",Ahmedabad,Lost,Sri Lanka,5.0,wickets,TM Dilshan,"G Gambhir, V Sehwag, MS Dhoni, Yuvraj Singh, R Dravid, Y Venugopal Rao, SK Raina, AB Agarkar, M Kartik, RP Singh, S Sreesanth, Jai Prakash Yadav"
224556,2005-11-09,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,Madhavrao Scindia Cricket Ground,Rajkot,Won,India,7.0,wickets,RP Singh,"G Gambhir, SR Tendulkar, V Sehwag, M Kaif, Yuvraj Singh, MS Dhoni, IK Pathan, SK Raina, Harbhajan Singh, S Sreesanth, RP Singh, M Kartik"
225437,2005-11-12,2005,ODI,India,Sri Lanka,Sri Lanka tour of India,,Reliance Stadium,Vadodara,Won,India,5.0,wickets,IK Pathan,"V Sehwag, SR Tendulkar, IK Pathan, MS Dhoni, M Kaif, R Dravid, Yuvraj Singh, AB Agarkar, Harbhajan Singh, SK Raina, M Kartik, RP Singh"
225959,2005-11-16,2005,ODI,India,South Africa,South Africa tour of India,,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Lost,South Africa,5.0,wickets,Yuvraj Singh,"V Sehwag, SR Tendulkar, M Kaif, R Dravid, Yuvraj Singh, G Gambhir, IK Pathan, MS Dhoni, AB Agarkar, Harbhajan Singh, RP Singh, M Kartik"
226359,2005-11-28,2005,ODI,India,South Africa,South Africa tour of India,,Wankhede Stadium,Mumbai,Won,India,5.0,wickets,R Dravid,"G Gambhir, SR Tendulkar, V Sehwag, R Dravid, Yuvraj Singh, MS Dhoni, M Kaif, Harbhajan Singh, M Kartik, AB Agarkar, IK Pathan, RP Singh"
226363,2005-12-18,2005,Test,India,Sri Lanka,Sri Lanka tour of India,,Sardar Patel Stadium,Ahmedabad,Won,India,259.0,runs,Harbhajan Singh,"G Gambhir, V Sehwag, VVS Laxman, SR Tendulkar, Yuvraj Singh, M Kaif, MS Dhoni, IK Pathan, AB Agarkar, A Kumble, Harbhajan Singh"
233797,2006-01-21,2006,Test,India,Pakistan,India tour of Pakistan,,Iqbal Stadium,Faisalabad,Draw,,,,RP Singh,"VVS Laxman, R Dravid, V Sehwag, SR Tendulkar, Yuvraj Singh, MS Dhoni, IK Pathan, Harbhajan Singh, A Kumble, Z Khan, RP Singh"
234783,2006-01-29,2006,Test,India,Pakistan,India tour of Pakistan,,National Stadium,Karachi,Lost,Pakistan,341.0,runs,Kamran Akmal,"V Sehwag, R Dravid, VVS Laxman, SR Tendulkar, SC Ganguly, Yuvraj Singh, MS Dhoni, IK Pathan, A Kumble, Z Khan, RP Singh"
235831,2006-02-06,2006,ODI,India,Pakistan,India in Pakistan ODI Series,,Arbab Niaz Stadium,Peshawar,Lost,Pakistan,7.0,runs,Salman Butt,"V Sehwag, SR Tendulkar, IK Pathan, MS Dhoni, Yuvraj Singh, R Dravid, M Kaif, AB Agarkar, Z Khan, M Kartik, S Sreesanth, SK Raina"
236520,2006-02-11,2006,ODI,India,Pakistan,India in Pakistan ODI Series,,Rawalpindi Cricket Stadium,,Won,India,7.0,wickets,IK Pathan,"V Sehwag, SR Tendulkar, R Dravid, Yuvraj Singh, M Kaif, IK Pathan, MS Dhoni, SK Raina, AB Agarkar, Z Khan, RR Powar, S Sreesanth"
236809,2006-02-13,2006,ODI,India,Pakistan,India in Pakistan ODI Series,,Gaddafi Stadium,Lahore,Won,India,5.0,wickets,MS Dhoni,"G Gambhir, SR Tendulkar, IK Pathan, R Dravid, Yuvraj Singh, M Kaif, MS Dhoni, SK Raina, Z Khan, RP Singh, S Sreesanth, AB Agarkar"
237222,2006-02-16,2006,ODI,India,Pakistan,India in Pakistan ODI Series,,Multan Cricket Stadium,,Won,India,5.0,wickets,RP Singh,"G Gambhir, SR Tendulkar, R Dravid, Yuvraj Singh, M Kaif, SK Raina, MS Dhoni, IK Pathan, AB Agarkar, RP Singh, S Sreesanth"
237571,2006-02-19,2006,ODI,India,Pakistan,India in Pakistan ODI Series,,National Stadium,Karachi,Won,India,8.0,wickets,Yuvraj Singh,"G Gambhir, R Dravid, Yuvraj Singh, MS Dhoni, SK Raina, M Kaif, RR Powar, AB Agarkar, Z Khan, RP Singh, S Sreesanth"
239025,2006-03-01,2006,Test,India,England,England tour of India,,Vidarbha C.A. Ground,Nagpur,Draw,,,,MJ Hoggard,"W Jaffer, V Sehwag, R Dravid, IK Pathan, MS Dhoni, SR Tendulkar, Harbhajan Singh, VVS Laxman, A Kumble, M Kaif, S Sreesanth"
238186,2006-03-09,2006,Test,India,England,England tour of India,,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Won,India,9.0,wickets,A Kumble,"W Jaffer, V Sehwag, R Dravid, SR Tendulkar, Yuvraj Singh, MS Dhoni, IK Pathan, A Kumble, PP Chawla, Harbhajan Singh, MM Patel"
238188,2006-03-28,2006,ODI,India,England,England in India ODI Series,,Feroz Shah Kotla,Delhi,Won,India,39.0,runs,Harbhajan Singh,"G Gambhir, V Sehwag, R Dravid, Yuvraj Singh, M Kaif, SK Raina, IK Pathan, MS Dhoni, Harbhajan Singh, RP Singh, S Sreesanth"
238189,2006-03-31,2006,ODI,India,England,England in India ODI Series,,Nahar Singh Stadium,Faridabad,Won,India,4.0,wickets,SK Raina,"V Sehwag, G Gambhir, R Dravid, Yuvraj Singh, M Kaif, SK Raina, MS Dhoni, IK Pathan, Harbhajan Singh, RR Powar, S Sreesanth"
238190,2006-04-03,2006,ODI,India,England,England in India ODI Series,,"Nehru Stadium, Fatorda",Margao,Won,India,49.0,runs,Yuvraj Singh,"V Sehwag, R Dravid, IK Pathan, Yuvraj Singh, M Kaif, SK Raina, MS Dhoni, RR Powar, Harbhajan Singh, AB Agarkar, MM Patel"
238193,2006-04-12,2006,ODI,India,England,England in India ODI Series,,Keenan Stadium,Jamshedpur,Lost,England,5.0,wickets,AJ Strauss,"V Sehwag, MS Dhoni, M Kaif, Yuvraj Singh, SK Raina, Y Venugopal Rao, RR Powar, Harbhajan Singh, RP Singh, VRV Singh, MM Patel"
